cycle_onsets
14.099
16.327
18.53677778
20.679
22.79988889
24.903
27.01944444
29.09055556
31.15766667
33.22033333
35.26388889
37.29677778
39.29855556
41.30833333
43.29055556
45.28433333
47.25411111
49.199
51.16344444
53.09855556
55.02122222
56.93233333
58.83233333
60.72433333
62.62033333
64.48966667
66.351
68.20033333
70.047
71.88966667
73.70033333
75.495
77.28522222
79.04966667
80.77055556
82.41411111
83.91544444
85.33144444
86.72077778
88.10122222
89.50566667
90.94388889
92.375
93.78833333
95.19455556
96.59811111
97.967
99.32255556
100.6887778
102.0563333
103.4247778
104.7678889
106.0834444
107.3723333
108.6283333
109.8665556
111.1127778
112.3963333
113.6936667
114.9892222
116.2736667
117.5643333
118.8336667
120.1225556
121.4043333
122.6994444
123.9892222
125.2896667
126.5856667
127.8852222
129.1812222
130.4283333
131.7021111
132.9572222
134.2203333
135.455
136.6923333
137.9376667
139.1678889
140.4256667
141.6896667
142.9554444
144.1945556
145.3803333
146.5821111
147.7714444
148.9598889
150.1536667
151.383
152.6123333
153.8336667
155.0576667
156.2852222
157.503
158.7332222
159.9785556
161.1865556
162.4105556
163.6327778
164.8212222
166.0505556
167.2167778
168.4185556
169.6078889
170.8176667
172.0167778
173.2256667
174.419
175.6114444
176.803
178.023
179.215
180.4034444
181.5598889
182.7554444
183.923
185.1092222
186.2816667
187.4967778
188.6736667
189.879
191.0594444
192.279
193.4558889
194.655
195.8514444
197.0363333
198.2301111
199.4096667
200.5705556
201.7616667
202.9225556
204.1403333
205.2905556
206.4923333
207.671
208.8736667
210.0701111
211.2736667
212.4656667
213.6158889
214.7945556
215.9723333
217.1412222
218.335
219.5083333
220.6905556
221.8665556
223.0416667
224.2176667
225.3683333
226.5323333
227.6914444
228.8647778
230.0301111
231.2167778
232.3643333
233.5501111
234.6967778
235.8647778
237.0105556
238.2061111
239.3501111
240.5176667
241.6425556
242.8007778
243.9474444
245.0807778
246.2185556
247.3705556
248.519
249.6736667
250.8354444
251.9794444
253.127
254.2861111
255.4327778
256.5874444
257.7207778
258.8505556
259.9572222
261.1216667
262.2452222
263.3816667
264.4896667
265.5998889
266.7225556
267.8221111
268.927
270.0692222
271.1776667
272.2727778
273.3732222
274.4976667
275.5998889
276.7296667
277.8238889
278.959
280.0505556
281.1892222
282.3127778
283.4256667
284.5336667
285.6563333
286.7763333
287.9065556
289.0167778
290.1412222
291.2594444
292.3687778
293.4594444
294.5963333
295.7127778
296.8132222
297.9012222
299.051
300.1216667
301.2576667
302.3145556
303.4274444
304.5332222
305.6318889
306.7305556
307.8061111
308.9207778
310.063
311.2114444
312.3332222
313.5092222
314.6363333
315.7563333
316.8638889
317.971
319.0958889
320.2016667
321.359
322.4376667
323.5554444
324.6478889
325.7714444
326.8616667
327.967
329.0923333
330.207
331.303
332.4238889
333.5198889
334.627
335.7474444
336.8478889
337.9883333
339.1012222
340.2292222
341.3123333
342.4318889
343.5261111
344.6496667
345.7314444
346.8345556
347.9207778
349.0238889
350.1038889
351.2096667
352.2932222
353.3643333
354.4483333
355.4843333
356.5438889
357.6203333
358.7065556
359.8007778
360.8976667
361.9705556
363.0536667
364.131
365.175
366.1936667
367.2052222
368.1923333
369.1723333
370.1341111
371.0825556
372.0212222
372.9563333
373.8754444
374.7927778
375.703
376.6158889
377.5261111
378.4496667
378.9101111
379.8363333
380.7661111
381.7047778
382.6318889
383.5696667
384.511
385.4292222
386.3518889
387.287
388.215
389.1438889
390.071
390.991
391.9056667
392.8194444
393.7367778
394.6665556
395.5865556
396.5145556
397.4461111
398.3785556
399.3038889
400.2336667
401.1501111
402.0452222
402.9496667
403.8576667
404.7523333
405.6736667
406.5901111
407.5021111
408.4114444
409.3207778
410.2274444
411.1483333
412.0692222
412.9723333
413.9003333
414.831
415.7581111
416.6816667
417.599
418.5136667
419.4407778
420.3723333
421.2985556
422.2167778
423.1483333
424.0807778
425.0194444
425.935
426.8647778
427.7918889
428.7074444
429.6203333
430.5172222
431.4025556
432.2807778
433.1545556
434.0176667
434.8727778
435.7296667
436.5936667
437.443
438.3043333
