time_sec,frames
22.591666666666665,5422
27.0875,6501
38.12916666666667,9151
41.7625,10023
43.44166666666667,10426
45.21666666666667,10852
48.358333333333334,11606
83.175,19962
85.03333333333333,20408
86.00416666666666,20641
87.3875,20973
88.77083333333333,21305
89.725,21534
91.075,21858
92.47916666666667,22195
93.44583333333334,22427
94.825,22758
96.17083333333333,23081
97.1375,23313
98.55,23652
99.9125,23979
100.875,24210
102.25833333333334,24542
103.68333333333334,24884
104.61666666666666,25108
105.95833333333333,25430
107.39166666666667,25774
108.3125,25995
109.65416666666667,26317
111.05833333333334,26654
111.99583333333334,26879
113.3,27192
114.79166666666667,27550
115.73333333333333,27776
117.16666666666667,28120
118.6,28464
119.56666666666666,28696
120.9625,29031
122.40833333333333,29378
123.3,29592
124.7,29928
126.125,30270
127.04583333333333,30491
128.41666666666666,30820
129.9,31176
130.77916666666667,31387
132.14583333333334,31715
133.49166666666667,32038
134.10416666666666,32185
134.42083333333332,32261
135.05416666666667,32413
135.39583333333334,32495
135.97916666666666,32635
136.30416666666667,32713
136.80416666666667,32833
137.10416666666666,32905
137.5875,33021
137.89166666666668,33094
138.62083333333334,33269
139.0375,33369
139.325,33438
139.75416666666666,33541
140.01666666666668,33604
140.4125,33699
140.71666666666667,33772
141.1125,33867
141.38333333333333,33932
141.77916666666667,34027
142.05416666666667,34093
142.4125,34179
142.67083333333332,34241
143.075,34338
143.325,34398
143.67083333333332,34481
143.95416666666668,34549
144.96666666666667,34792
145.65416666666667,34957
146.70416666666668,35209
147.7375,35457
148.49583333333334,35639
150.07083333333333,36017
150.34583333333333,36083
151.0125,36243
152.48333333333332,36596
152.82083333333333,36677
153.35833333333332,36806
154.975,37194
155.3125,37275
157.51666666666668,37804
157.85416666666666,37885
160.45,38508
161.02083333333334,38645
162.925,39102
165.25833333333333,39662
169.95,40788
170.54583333333332,40931
172.0,41280
172.29583333333332,41351
174.5625,41895
175.24166666666667,42058
176.9875,42477
179.0625,42975
180.85416666666666,43405
182.22916666666666,43735
183.24583333333334,43979
183.80416666666667,44113
184.3875,44253
184.8625,44367
185.44583333333333,44507
186.66666666666666,44800
188.20416666666668,45169
188.775,45306
189.275,45426
189.82916666666668,45559
191.0375,45849
192.225,46134
193.29583333333332,46391
194.3375,46641
195.3875,46893
196.425,47142
197.47083333333333,47393
198.52916666666667,47647
199.60416666666666,47905
200.675,48162
202.02083333333334,48485
202.6,48624
204.2625,49023
204.83333333333334,49160
206.44583333333333,49547
207.00833333333333,49682
208.5875,50061
210.10416666666666,50425
211.69583333333333,50807
212.07916666666668,50899
213.75416666666666,51301
214.17083333333332,51401
215.72916666666666,51775
216.13333333333333,51872
217.72916666666666,52255
218.13333333333333,52352
219.775,52746
220.25,52860
221.79583333333332,53231
222.22083333333333,53333
223.80416666666667,53713
224.19583333333333,53807
225.77083333333334,54185
226.2,54288
227.7125,54651
228.20833333333334,54770
229.72083333333333,55133
230.325,55278
231.9,55656
232.41666666666666,55780
233.90416666666667,56137
234.45416666666668,56269
235.94166666666666,56626
236.45833333333334,56750
238.0,57120
238.50416666666666,57241
240.0625,57615
240.56666666666666,57736
242.12916666666666,58111
242.625,58230
244.22083333333333,58613
244.775,58746
246.29583333333332,59111
246.84166666666667,59242
248.39166666666668,59614
248.92083333333332,59741
250.14583333333334,60035
251.07083333333333,60257
251.65,60396
251.875,60450
252.37916666666666,60571
253.15416666666667,60757
253.72083333333333,60893
253.9375,60945
254.44583333333333,61067
255.275,61266
255.78333333333333,61388
256.05,61452
256.54583333333335,61571
257.3333333333333,61760
257.8625,61887
258.125,61950
258.6125,62067
259.4375,62265
259.90416666666664,62377
260.125,62430
260.6125,62547
261.47083333333336,62753
261.8958333333333,62855
262.18333333333334,62924
262.6875,63045
263.51666666666665,63244
263.9375,63345
264.25416666666666,63421
264.7583333333333,63542
265.5708333333333,63737
266.0541666666667,63853
266.3041666666667,63913
266.8125,64035
267.62916666666666,64231
268.0875,64341
268.3333333333333,64400
268.81666666666666,64516
269.56666666666666,64696
270.075,64818
270.2625,64863
271.54583333333335,65171
273.1375,65553
