Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:00:52,200","00:01:34,180",in,52.2,94.18,41.98,"[53.071 55.167 57.218 59.217 61.155 63.073 64.955 66.823 68.595 70.336
 72.048 73.717 75.228 76.971 78.541 80.114 81.667 83.199 84.71  86.164
 87.559 88.891 90.179 91.441 92.695 94.003]","[2.096 2.051 1.999 1.938 1.918 1.882 1.868 1.772 1.741 1.712 1.669 1.511
 1.743 1.57  1.573 1.553 1.532 1.511 1.454 1.395 1.332 1.288 1.262 1.254
 1.308]",25,153
Section_2,"00:02:12,460","00:02:26,560",in,132.46,146.56,14.1,"[133.499 134.683 135.879 137.063 138.231 139.392 140.508 141.63  142.735
 143.819 144.92  146.084]",[1.184 1.196 1.184 1.168 1.161 1.116 1.122 1.105 1.084 1.101 1.164],11,209
Section_3,"00:03:00,300","00:03:22,040",in,180.3,202.04,21.74,"[180.567 181.7   182.83  183.952 185.051 186.166 187.287 188.41  189.523
 190.635 191.724 192.843 193.956 195.06  196.151 197.233 198.307 199.361
 200.448 201.65 ]","[1.133 1.13  1.122 1.099 1.115 1.121 1.123 1.113 1.112 1.089 1.119 1.113
 1.104 1.091 1.082 1.074 1.054 1.087 1.202]",19,300
