Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:00:31,900","00:01:11,460",gr,31.9,71.46,39.56,"[33.751 35.603 37.451 39.279 41.118 42.923 44.748 46.546 48.353 50.16
 51.957 53.732 55.49  57.267 58.983 60.717 62.451 64.17  65.832 67.491
 69.149 70.738]","[1.852 1.848 1.828 1.839 1.805 1.825 1.798 1.807 1.807 1.797 1.775 1.758
 1.777 1.716 1.734 1.734 1.719 1.662 1.659 1.658 1.589]",21,83
