time_sec,frames
32.016666666666666,7684
36.916666666666664,8860
38.44583333333333,9227
39.34583333333333,9443
48.3375,11601
49.266666666666666,11824
62.99583333333333,15119
63.8625,15327
65.925,15822
68.24166666666666,16378
70.47083333333333,16913
72.65416666666667,17437
74.68333333333334,17924
76.79166666666667,18430
78.8625,18927
80.675,19362
81.0,19440
82.64166666666667,19834
82.97083333333333,19913
84.69583333333334,20327
84.975,20394
86.92083333333333,20861
88.2625,21183
89.8,21552
90.80833333333334,21794
92.34166666666667,22162
93.66666666666667,22480
94.64166666666667,22714
96.04583333333333,23051
97.35833333333333,23366
97.88333333333334,23492
98.91666666666667,23740
99.3125,23835
100.67916666666666,24163
101.95,24468
102.49166666666666,24598
103.32916666666667,24799
105.05416666666666,25213
105.91666666666667,25420
106.3375,25521
107.63333333333334,25832
108.825,26118
109.35416666666667,26245
110.15416666666667,26437
111.84166666666667,26842
112.94583333333334,27107
113.275,27186
114.56666666666666,27496
114.99166666666666,27598
116.1625,27879
116.58333333333333,27980
117.76666666666667,28264
118.175,28362
124.44583333333334,29867
127.69583333333334,30647
129.34166666666667,31042
134.5,32280
147.30833333333334,35354
160.08333333333334,38420
160.35,38484
161.0875,38661
161.55,38772
161.85833333333332,38846
162.98333333333332,39116
163.44166666666666,39226
163.97083333333333,39353
166.1875,39885
166.55416666666667,39973
167.09166666666667,40102
167.35833333333332,40166
167.75,40260
168.15416666666667,40357
168.69583333333333,40487
169.4125,40659
169.7625,40743
170.1875,40845
170.4625,40911
171.20416666666668,41089
171.77916666666667,41227
172.10833333333332,41306
172.71666666666667,41452
173.27083333333334,41585
173.5875,41661
174.20833333333334,41810
174.72916666666666,41935
175.06666666666666,42016
175.3,42072
175.7,42168
176.2375,42297
176.83333333333334,42440
178.01666666666668,42724
179.1,42984
182.325,43758
230.79583333333332,55391
231.89166666666668,55654
232.57083333333333,55817
233.64583333333334,56075
234.7125,56331
235.39166666666668,56494
236.45833333333334,56750
237.55833333333334,57014
238.2375,57177
239.29166666666666,57430
240.34583333333333,57683
241.02916666666667,57847
242.125,58110
243.175,58362
243.87916666666666,58531
244.94166666666666,58786
245.99166666666667,59038
246.67916666666667,59203
247.77083333333334,59465
248.50833333333333,59642
248.80416666666667,59713
249.48333333333332,59876
250.54166666666666,60130
251.57916666666668,60379
252.2375,60537
253.35833333333332,60806
254.5625,61095
