Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:20,940","00:01:15,560","00:00:54,620",gr,,gr,20.94,75.56,54.62,1,18.084
"00:01:18,940","00:01:31,460","00:00:12,520",ak,,au,78.94,91.46,12.52,1,18.084
"00:01:28,940","00:01:43,680","00:00:14,740",mb,,au,88.94,103.68,14.74,1,18.084
"00:01:44,220","00:02:10,660","00:00:26,440",ht,mocap,in,104.22,130.66,26.44,1,18.084
"00:02:09,620","00:02:19,000","00:00:09,380",fk,,au,129.62,139.0,9.38,1,18.084
"00:02:19,640","00:02:34,960","00:00:15,320",mb,,au,139.64,154.96,15.32,1,18.084
"00:02:40,540","00:03:05,760","00:00:25,220",om,,au,160.54,185.76,25.22,1,18.084
"00:03:04,100","00:03:24,800","00:00:20,700",grf,,in,184.1,204.8,20.7,1,18.084
