Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:23,160","00:01:05,200","00:00:42,040",gr,,gr,23.16,65.2,42.04,1,11.129
"00:01:05,200","00:02:17,780","00:01:12,580",fm,,au,65.2,137.78,72.58,1,11.129
"00:02:17,780","00:02:36,180","00:00:18,400",dt,,au,137.78,156.18,18.4,1,11.129
"00:02:35,460","00:02:48,580","00:00:13,120",yk,,au,155.46,168.58,13.12,1,11.129
"00:02:46,440","00:03:27,440","00:00:41,000",om,mocap,in,166.44,207.44,41.0,1,11.129
"00:03:25,900","00:04:28,060","00:01:02,160",fm,,au,205.9,268.06,62.16,1,11.129
"00:04:26,200","00:04:51,000","00:00:24,800",dt,,au,266.2,291.0,24.8,1,11.129
"00:04:51,360","00:05:09,400","00:00:18,040",yk,,au,291.36,309.4,18.04,1,11.129
"00:05:06,000","00:05:38,340","00:00:32,340",om,mocap,in,306.0,338.34,32.34,1,11.129
