Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:27,560","00:01:39,920","00:01:12,360",gr,,gr,27.56,99.92,72.36,1,26.108
"00:01:39,360","00:01:56,240","00:00:16,880",ak,,au,99.36,116.24,16.88,1,26.108
"00:01:57,440","00:02:16,020","00:00:18,580",ht,mocap,in,117.44,136.02,18.58,1,26.108
"00:02:17,060","00:02:30,900","00:00:13,840",ak,,au,137.06,150.9,13.84,1,26.108
"00:02:28,080","00:02:44,520","00:00:16,440",mb,,au,148.08,164.52,16.44,1,26.108
"00:02:49,820","00:03:11,060","00:00:21,240",ak,,au,169.82,191.06,21.24,1,26.108
"00:02:49,840","00:03:05,660","00:00:15,820",fk,,au,169.84,185.66,15.82,1,26.108
"00:03:15,080","00:03:48,520","00:00:33,440",om,,au,195.08,228.52,33.44,1,26.108
"00:03:51,500","00:04:04,440","00:00:12,940",grf,,in,231.5,244.44,12.94,1,26.108
