Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:13,940","00:00:51,420","00:00:37,480",gr,,gr,13.94,51.42,37.48,1,10.384
"00:00:51,420","00:01:10,020","00:00:18,600",nd,,au,51.42,70.02,18.6,1,10.384
"00:01:09,700","00:01:41,700","00:00:32,000",bt,,au,69.7,101.7,32.0,1,10.384
"00:01:40,500","00:02:02,380","00:00:21,880",tm,mocap,in,100.5,122.38,21.88,1,10.384
"00:02:03,100","00:02:32,000","00:00:28,900",om,,au,123.1,152.0,28.9,1,10.384
"00:02:32,000","00:02:58,460","00:00:26,460",grf,,in,152.0,178.46,26.46,1,10.384
