Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:51,100","00:01:31,500","00:00:40,400",gr,,gr,51.1,91.5,40.4,1,9.704
"00:01:31,260","00:02:06,380","00:00:35,120",nd,,au,91.26,126.38,35.12,1,9.704
"00:02:05,640","00:03:02,000","00:00:56,360",bt,,au,125.64,182.0,56.36,1,9.704
"00:02:59,160","00:03:31,820","00:00:32,660",tm,mocap,in,179.16,211.82,32.66,1,9.704
"00:03:31,260","00:04:21,120","00:00:49,860",ds,,au,211.26,261.12,49.86,1,9.704
"00:04:19,580","00:04:40,000","00:00:20,420",nd,,au,259.58,280.0,20.42,1,9.704
"00:04:39,000","00:05:16,580","00:00:37,580",bt,,au,279.0,316.58,37.58,1,9.704
"00:05:15,440","00:05:47,520","00:00:32,080",ds,,au,315.44,347.52,32.08,1,9.704
"00:05:51,680","00:06:17,520","00:00:25,840",grf,,in,351.68,377.52,25.84,1,9.704
