Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:46,540","00:01:20,140","00:00:33,600",gr,,gr,46.54,80.14,33.6,1,23.487
"00:01:20,140","00:01:42,980","00:00:22,840",nd,,au,80.14,102.98,22.84,1,23.487
"00:01:42,980","00:02:10,340","00:00:27,360",bt,,au,102.98,130.34,27.36,1,23.487
"00:02:09,340","00:02:41,160","00:00:31,820",tm,mocap,in,129.34,161.16,31.82,1,23.487
"00:02:39,460","00:02:59,440","00:00:19,980",ds,,au,159.46,179.44,19.98,1,23.487
"00:03:00,340","00:03:11,100","00:00:10,760",nd,,au,180.34,191.1,10.76,1,23.487
"00:03:34,640","00:04:09,540","00:00:34,900",tm,mocap,in,214.64,249.54,34.9,1,23.487
"00:04:09,240","00:04:31,080","00:00:21,840",ds,,au,249.24,271.08,21.84,1,23.487
"00:04:32,340","00:04:58,180","00:00:25,840",om,,au,272.34,298.18,25.84,1,23.487
