Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:01:16,780","00:01:49,820","00:00:33,040",gr,,gr,76.78,109.82,33.04,1,28.188
"00:01:53,400","00:02:33,540","00:00:40,140",fm,,au,113.4,153.54,40.14,1,28.188
"00:02:30,800","00:02:50,860","00:00:20,060",yk,mocap,in,150.8,170.86,20.06,1,28.188
"00:02:50,860","00:03:05,960","00:00:15,100",dt,,au,170.86,185.96,15.1,1,28.188
"00:03:06,580","00:03:32,080","00:00:25,500",om,,au,186.58,212.08,25.5,1,28.188
"00:03:33,000","00:04:05,260","00:00:32,260",fm,,au,213.0,245.26,32.26,1,28.188
"00:03:57,960","00:04:21,600","00:00:23,640",yk,mocap,in,237.96,261.6,23.64,1,28.188
"00:04:19,820","00:04:36,680","00:00:16,860",dt,,au,259.82,276.68,16.86,1,28.188
"00:04:37,800","00:04:56,980","00:00:19,180",om,,au,277.8,296.98,19.18,1,28.188
