Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:32,060","00:01:15,520","00:00:43,460",gr,,gr,32.06,75.52,43.46,1,7.401
"00:01:25,400","00:02:17,340","00:00:51,940",fm,,au,85.4,137.34,51.94,1,7.401
"00:02:17,340","00:02:45,620","00:00:28,280",dt,,au,137.34,165.62,28.28,1,7.401
"00:02:46,080","00:03:10,400","00:00:24,320",yk,,au,166.08,190.4,24.32,1,7.401
"00:03:08,280","00:04:01,060","00:00:52,780",om,mocap,in,188.28,241.06,52.78,1,7.401
"00:04:01,900","00:04:48,160","00:00:46,260",fm,,au,241.9,288.16,46.26,1,7.401
"00:04:44,440","00:05:11,580","00:00:27,140",yk,,au,284.44,311.58,27.14,1,7.401
"00:04:49,260","00:05:15,340","00:00:26,080",dt,,au,289.26,315.34,26.08,1,7.401
"00:05:11,580","00:05:31,020","00:00:19,440",om,mocap,in,311.58,331.02,19.44,1,7.401
