Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:31,080","00:01:09,500","00:00:38,420",gr,,gr,31.08,69.5,38.42,1,13.411
"00:01:10,320","00:02:20,520","00:01:10,200",fm,,au,70.32,140.52,70.2,1,13.411
"00:02:20,180","00:02:44,500","00:00:24,320",yk,mocap,in,140.18,164.5,24.32,1,13.411
"00:02:41,060","00:02:52,560","00:00:11,500",dt,,au,161.06,172.56,11.5,1,13.411
"00:02:53,200","00:03:15,060","00:00:21,860",om,,au,173.2,195.06,21.86,1,13.411
