Start,End,Length,Name,Notes,mocap,Start (in sec),End (in sec),Length (in sec),Part,part time
"00:00:45,660","00:01:27,300","00:00:41,640",gr,,gr,45.66,87.3,41.64,1,20.05
"00:01:30,400","00:02:57,740","00:01:27,340",tm,mocap,in,90.4,177.74,87.34,1,20.05
"00:02:57,620","00:03:37,100","00:00:39,480",bt,,au,177.62,217.1,39.48,1,20.05
"00:03:36,640","00:04:16,600","00:00:39,960",ds,,au,216.64,256.6,39.96,1,20.05
"00:04:16,660","00:04:34,520","00:00:17,860",nd,,au,256.66,274.52,17.86,1,20.05
"00:04:34,520","00:04:46,560","00:00:12,040",tm,mocap,in,274.52,286.56,12.04,1,20.05
"00:04:46,560","00:05:07,740","00:00:21,180",nd,,au,286.56,307.74,21.18,1,20.05
"00:05:06,980","00:05:37,160","00:00:30,180",ds,,au,306.98,337.16,30.18,1,20.05
"00:05:39,600","00:06:03,360","00:00:23,760",grf,,in,339.6,363.36,23.76,1,20.05
