Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:02:09,340","00:02:41,160",in,129.34,161.16,31.82,"[130.353 131.507 132.638 133.771 134.863 136.003 137.087 138.228 139.33
 140.472 141.607 142.759 143.912 145.062 146.126 147.174 148.188 149.236
 150.175 151.135 152.074 153.079 153.866 154.78  155.692 156.586 157.482
 158.39  159.282 160.215 161.13 ]","[1.154 1.131 1.133 1.092 1.14  1.084 1.141 1.102 1.142 1.135 1.152 1.153
 1.15  1.064 1.048 1.014 1.048 0.939 0.96  0.939 1.005 0.787 0.914 0.912
 0.894 0.896 0.908 0.892 0.933 0.915]",30,98
Section_2,"00:03:34,640","00:04:09,540",in,214.64,249.54,34.9,"[215.309 216.304 217.284 218.246 219.178 220.123 221.063 222.023 222.948
 223.89  224.815 225.759 226.671 227.626 228.503 229.444 230.359 231.315
 232.226 233.154 234.007 234.939 235.827 236.706 237.558 238.436 239.295
 240.16  241.018 241.884 242.756 243.616 244.489 245.35  246.225 247.094
 247.976 248.842]","[0.995 0.98  0.962 0.932 0.945 0.94  0.96  0.925 0.942 0.925 0.944 0.912
 0.955 0.877 0.941 0.915 0.956 0.911 0.928 0.853 0.932 0.888 0.879 0.852
 0.878 0.859 0.865 0.858 0.866 0.872 0.86  0.873 0.861 0.875 0.869 0.882
 0.866]",37,176
Section_3,"00:03:37,060","00:04:09,740",in,217.06,249.74,32.68,"[217.284 218.246 219.178 220.123 221.063 222.023 222.948 223.89  224.815
 225.759 226.671 227.626 228.503 229.444 230.359 231.315 232.226 233.154
 234.007 234.939 235.827 236.706 237.558 238.436 239.295 240.16  241.018
 241.884 242.756 243.616 244.489 245.35  246.225 247.094 247.976 248.842]","[0.962 0.932 0.945 0.94  0.96  0.925 0.942 0.925 0.944 0.912 0.955 0.877
 0.941 0.915 0.956 0.911 0.928 0.853 0.932 0.888 0.879 0.852 0.878 0.859
 0.865 0.858 0.866 0.872 0.86  0.873 0.861 0.875 0.869 0.882 0.866]",35,251
