time_sec,frames
0.6166666666666667,148
1.7666666666666666,424
3.2,768
4.195833333333334,1007
4.895833333333333,1175
6.566666666666666,1576
7.420833333333333,1781
8.791666666666666,2110
8.870833333333334,2129
9.433333333333334,2264
9.566666666666666,2296
10.266666666666667,2464
10.275,2466
11.366666666666667,2728
11.4,2736
11.516666666666667,2764
12.066666666666666,2896
12.570833333333333,3017
12.679166666666667,3043
12.825,3078
13.8875,3333
13.966666666666667,3352
14.058333333333334,3374
14.6875,3525
15.2625,3663
15.304166666666667,3673
15.4,3696
16.479166666666668,3955
16.554166666666667,3973
17.308333333333334,4154
17.520833333333332,4205
17.908333333333335,4298
18.0375,4329
18.575,4458
19.158333333333335,4598
19.3,4632
20.05,4812
20.245833333333334,4859
20.704166666666666,4969
20.841666666666665,5002
21.291666666666668,5110
21.895833333333332,5255
22.058333333333334,5294
22.766666666666666,5464
22.775,5466
23.0625,5535
23.5375,5649
24.020833333333332,5765
24.0875,5781
24.679166666666667,5923
24.929166666666667,5983
25.45,6108
25.4875,6117
25.820833333333333,6197
26.2125,6291
26.670833333333334,6401
26.725,6414
27.291666666666668,6550
27.55,6612
28.054166666666667,6733
28.125,6750
28.333333333333332,6800
28.908333333333335,6938
29.295833333333334,7031
29.333333333333332,7040
29.9125,7179
30.245833333333334,7259
30.679166666666667,7363
30.729166666666668,7375
31.0125,7443
31.491666666666667,7558
31.920833333333334,7661
31.9875,7677
32.458333333333336,7790
33.12083333333333,7949
33.266666666666666,7984
33.3,7992
34.045833333333334,8171
34.49583333333333,8279
35.05,8412
35.77916666666667,8587
35.82083333333333,8597
35.86666666666667,8608
36.59583333333333,8783
37.075,8898
37.525,9006
37.604166666666664,9025
38.31666666666667,9196
38.416666666666664,9220
39.0625,9375
39.108333333333334,9386
39.641666666666666,9514
40.225,9654
40.3,9672
40.96666666666667,9832
41.045833333333334,9851
41.65416666666667,9997
41.74583333333333,10019
42.49583333333333,10199
42.733333333333334,10256
42.80416666666667,10273
