contact_times
67.455396
68.705496
69.95142899999999
71.147358
72.29745
83.752533
84.352581
84.802617
85.33599299999999
85.89853799999999
86.44441499999999
87.08613299999999
90.00303299999999
90.553077
92.157372
92.707416
93.199122
93.753333
94.29921
94.853421
95.349294
95.849334
97.449462
98.499546
99.04959
99.54963
100.103841
100.653885
101.153925
102.699882
106.900218
107.950302
108.950382
110.000466
111.000546
116.05095
117.05103
129.452022
131.452182
133.51067999999998
135.50667299999998
137.55266999999998
139.55283
141.56132399999998
143.61148799999998
145.65331799999998
147.60347399999998
149.603634
151.05791699999995
158.708529
160.704522
161.754606
162.754686
163.80477
164.754846
165.80492999999998
166.80500999999998
168.759333
171.809577
172.80549
176.85581399999998
180.956142
181.956222
183.006306
183.956382
184.956462
185.906538
186.906618
188.856774
189.856854
190.861101
191.80701
192.857094
193.857174
194.80725
195.80733
196.80741
197.757486
198.707562
199.657638
200.661885
201.55779
202.55787
203.507946
204.508026
205.508106
206.458182
207.408258
208.358334
209.362581
210.262653
212.158638
213.104547
214.158798
215.113041
216.05895
217.009026
217.959102
218.909178
219.909258
220.917672
221.859414
222.80949
223.80957
225.759726
226.659798
227.659878
228.609954
229.610034
230.56011
231.510186
232.460262
233.410338
234.360414
235.364661
236.31057
237.260646
238.260726
239.260806
240.160878
241.110954
242.011026
243.011106
244.011186
244.961262
245.911338
246.915585
