time_sec,frames
34.02916666666667,8167
35.09166666666667,8422
38.17916666666667,9163
39.21666666666667,9412
41.833333333333336,10040
42.28333333333333,10148
43.3125,10395
44.8625,10767
45.90416666666667,11017
46.37916666666667,11131
101.06666666666666,24256
101.73333333333333,24416
102.70833333333333,24650
103.33333333333333,24800
103.77083333333333,24905
104.05,24972
104.94583333333334,25187
105.6625,25359
106.65416666666667,25597
107.05416666666666,25693
108.8625,26127
109.49583333333334,26279
110.45,26508
111.425,26742
111.70416666666667,26809
112.64583333333333,27035
113.29583333333333,27191
113.76666666666667,27304
114.225,27414
114.64583333333333,27515
114.975,27594
115.50416666666666,27721
115.9125,27819
116.275,27906
116.6875,28005
117.09583333333333,28103
117.46666666666667,28192
117.86666666666666,28288
118.30416666666666,28393
118.65416666666667,28477
119.05833333333334,28574
119.40416666666667,28657
119.75,28740
120.20416666666667,28849
120.58333333333333,28940
120.9375,29025
121.4,29136
128.40416666666667,30817
130.73333333333332,31376
131.275,31506
133.09583333333333,31943
135.55,32532
136.09166666666667,32662
156.4125,37539
156.65,37596
157.34166666666667,37762
158.8375,38121
159.1375,38193
159.76666666666668,38344
160.6875,38565
161.34583333333333,38723
161.65833333333333,38798
162.20416666666668,38929
163.0875,39141
163.74583333333334,39299
164.0125,39363
164.5125,39483
165.3875,39693
165.99166666666667,39838
166.23333333333332,39896
166.75,40020
167.6375,40233
168.275,40386
168.525,40446
169.01666666666668,40564
169.88333333333333,40772
170.49583333333334,40919
171.24583333333334,41099
171.55833333333334,41174
172.34166666666667,41362
172.71666666666667,41452
173.45,41628
173.78333333333333,41708
174.52916666666667,41887
174.88333333333333,41972
175.6125,42147
175.94166666666666,42226
176.69166666666666,42406
177.04166666666666,42490
