Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:03:32,360","00:04:39,420",au,212.36,279.42,67.06,"[213.269 215.343 217.362 219.355 221.339 223.307 225.256 227.136 229.013
 230.851 232.694 234.586 236.478 238.373 240.286 242.178 244.086 245.976
 247.872 249.783 251.663 253.546 255.443 257.293 259.162 261.039 262.92
 264.803 266.696 268.583 270.416 272.204 273.949 275.691 277.429 279.194]","[2.074 2.019 1.993 1.984 1.968 1.949 1.88  1.877 1.838 1.843 1.892 1.892
 1.895 1.913 1.892 1.908 1.89  1.896 1.911 1.88  1.883 1.897 1.85  1.869
 1.877 1.881 1.883 1.893 1.887 1.833 1.788 1.745 1.742 1.738 1.765]",35,118
Section_2,"00:04:36,720","00:04:51,820",au,276.72,291.82,15.1,[277.429 279.194 280.927 282.65  284.364 286.079 287.783 289.489 291.216],[1.765 1.733 1.723 1.714 1.715 1.704 1.706 1.727],8,137
Section_3,"00:05:17,000","00:05:40,740",au,317.0,340.74,23.74,"[317.018 318.714 320.437 322.138 323.835 325.516 327.213 328.92  330.621
 332.328 334.014 335.688 337.38  339.092]","[1.696 1.723 1.701 1.697 1.681 1.697 1.707 1.701 1.707 1.686 1.674 1.692
 1.712]",13,162
Section_4,"00:05:40,740","00:06:27,940",au,340.74,387.94,47.2,"[340.805 342.503 344.187 345.879 347.575 349.273 350.967 352.678 354.384
 356.09  357.78  359.479 361.16  362.827 364.523 366.208 367.901 369.593
 371.307 373.004 374.68  376.357 378.003 379.642 381.289 382.953 384.62
 386.28  387.936]","[1.698 1.684 1.692 1.696 1.698 1.694 1.711 1.706 1.706 1.69  1.699 1.681
 1.667 1.696 1.685 1.693 1.692 1.714 1.697 1.676 1.677 1.646 1.639 1.647
 1.664 1.667 1.66  1.656]",28,162
Section_5,"00:06:41,300","00:06:56,980",au,401.3,416.98,15.68,[402.668 404.308 405.936 407.567 409.191 410.815 412.429 414.057 415.699],[1.64  1.628 1.631 1.624 1.624 1.614 1.628 1.642],8,162
Section_6,"00:06:58,120","00:07:29,100",au,418.12,449.1,30.98,"[419.    420.635 422.29  423.948 425.634 427.275 428.937 430.584 432.224
 433.883 435.536 437.181 438.824 440.482 442.114 443.744 445.411 447.097
 448.774]","[1.635 1.655 1.658 1.686 1.641 1.662 1.647 1.64  1.659 1.653 1.645 1.643
 1.658 1.632 1.63  1.667 1.686 1.677]",18,162
Section_7,"00:07:37,500","00:07:51,080",au,457.5,471.08,13.58,[458.818 460.49  462.155 463.817 465.507 467.179 468.823],[1.672 1.665 1.662 1.69  1.672 1.644],6,162
