Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:00:52,240","00:01:13,100",in,52.24,73.1,20.86,"[52.68  54.579 56.451 58.284 59.962 61.538 63.02  64.422 65.827 67.191
 68.523 69.847 71.151 72.475]","[1.899 1.872 1.833 1.678 1.576 1.482 1.402 1.405 1.364 1.332 1.324 1.304
 1.324]",13,94
Section_2,"00:01:37,840","00:01:53,520",in,97.84,113.52,15.68,"[ 98.916 100.031 101.141 102.266 103.371 104.454 105.544 106.579 107.659
 108.718 109.755 110.829 111.899 112.964]","[1.115 1.11  1.125 1.105 1.083 1.09  1.035 1.08  1.059 1.037 1.074 1.07
 1.065]",13,156
Section_3,"00:02:20,540","00:02:33,520",in,140.54,153.52,12.98,"[141.008 142.062 143.101 144.149 145.197 146.238 147.283 148.342 149.401
 150.475 151.551 152.631]",[1.054 1.039 1.048 1.048 1.041 1.045 1.059 1.059 1.074 1.076 1.08 ],11,197
