time_sec,frames
1.975,474
2.8208333333333333,2951
11.325,4438
12.295833333333333,4579
12.825,4939
17.4875,5192
18.491666666666667,5527
19.079166666666666,5780
19.633333333333333,5893
20.579166666666666,6140
21.15,6470
21.633333333333333,6704
22.533333333333335,6818
23.029166666666665,7408
23.579166666666666,7656
24.083333333333332,7749
24.554166666666667,7997
25.041666666666668,8318
25.583333333333332,8567
26.475,8673
26.958333333333332,8907
27.483333333333334,9236
27.933333333333334,9469
28.408333333333335,9569
28.8875,9817
29.966666666666665,10138
30.341666666666665,10366
30.866666666666667,10453
31.35,10689
31.9,11022
32.2875,11241
32.69583333333333,11346
33.32083333333333,11581
33.77916666666667,11914
34.19583333333333,12138
34.65833333333333,12236
35.24583333333333,12467
35.69583333333333,12790
36.1375,13010
36.545833333333334,13107
37.1125,13358
37.55416666666667,13683
38.00416666666667,13901
38.483333333333334,13999
38.99583333333333,14232
39.454166666666666,14561
39.87083333333333,14789
40.31666666666667,14881
40.90416666666667,15135
41.333333333333336,15450
41.766666666666666,15771
42.24166666666667,15988
42.708333333333336,16311
43.19166666666667,16836
43.55416666666667,17264
44.0375,37200
44.5375,37289
45.03333333333333,37361
45.454166666666666,37492
45.925,37608
46.40833333333333,37680
46.8375,37748
47.275,37922
47.7625,38049
48.25416666666667,38112
49.208333333333336,38232
49.641666666666666,38283
50.1,38347
50.575,38448
50.983333333333334,38564
51.43333333333333,38625
51.94583333333333,38696
52.40833333333333,38809
52.84166666666667,38856
53.291666666666664,38967
53.75,39034
54.208333333333336,39154
54.6125,39208
55.11666666666667,39265
55.65833333333333,39414
56.1375,39502
56.55,39571
57.0125,39704
57.4875,39822
57.920833333333334,39929
58.329166666666666,40054
58.791666666666664,40153
59.3,40275
59.78333333333333,40394
60.19583333333333,40416
60.670833333333334,40525
61.175,40642
61.62083333333333,40757
62.00416666666667,40935
62.4875,41046
63.0625,41159
63.5625,41231
63.9125,41353
64.375,41397
64.85,41515
65.7125,41628
66.15,41751
66.61666666666666,41850
67.54583333333333,41931
67.9625,42045
68.425,42153
69.67083333333333,42264
70.15,42310
71.05833333333334,42418
71.93333333333334,42527
95.775,42657
154.725,42753
155.0,42831
155.37083333333334,42945
155.65,43052
155.67083333333332,43174
155.98333333333332,43281
156.21666666666667,43404
156.49166666666667,43516
156.7,43620
156.73333333333332,44078
157.0,44410
157.24583333333334,44530
157.28333333333333,45307
157.77083333333334,45420
158.00833333333333,45767
158.27083333333334,46172
158.5375,46294
158.76666666666668,46640
158.8,46777
159.0125,47101
159.24583333333334,47549
159.3,47691
159.5125,47995
159.75,48102
159.77916666666667,48448
160.00416666666666,48560
160.2,48901
160.47916666666666,48992
160.68333333333334,49313
160.70833333333334,49423
160.9375,49856
161.2,50187
161.23333333333332,50282
161.47916666666666,50755
161.70416666666668,51114
161.72083333333333,51234
161.9,51584
162.12916666666666,51809
162.3625,51924
162.60833333333332,52459
162.64166666666668,52668
162.8875,52762
163.12083333333334,52978
163.14166666666668,53579
163.36666666666667,54676
163.59166666666667,55642
163.60416666666666,56621
163.82083333333333,57273
164.225,57386
164.46666666666667,57621
164.59166666666667,58722
164.87916666666666,59076
164.89166666666668,59177
165.43333333333334,59519
165.43333333333334,59640
165.925,60000
165.94583333333333,60112
166.37083333333334,60353
166.39166666666668,60441
166.84583333333333,60515
166.89166666666668,60629
167.30416666666667,60810
167.37083333333334,60919
167.8125,60981
167.87083333333334,61094
168.30833333333334,61260
168.30833333333334,61367
168.4,61425
168.8125,61539
168.85416666666666,61695
169.34166666666667,61797
169.35,61856
169.82083333333333,61958
169.82083333333333,62122
170.28333333333333,62224
170.5625,62283
170.8125,62384
171.025,62537
171.30833333333334,62639
171.49583333333334,62699
171.52916666666667,62804
171.79583333333332,62971
172.03333333333333,63070
172.30416666666667,63125
172.4875,63221
172.79166666666666,63386
172.97916666666666,63489
173.28333333333333,63545
173.45,63648
173.7625,63800
173.9625,63908
174.20833333333334,63966
174.375,64078
174.4125,64434
174.7125,64538
174.89583333333334,64792
175.1875,65360
175.30833333333334,677
175.6375,2718
175.8375,3078
176.1,4197
176.22916666666666,4712
176.29166666666666,5076
176.5875,5408
176.74166666666667,5659
177.0375,6010
177.19583333333333,6354
177.54166666666666,6596
177.7375,6933
178.0,7192
178.1375,7282
178.175,7524
178.4625,7847
178.65833333333333,8107
178.9375,8207
179.075,8459
179.38333333333333,8771
179.55416666666667,9013
179.89166666666668,9121
180.05833333333334,9359
180.3375,9676
180.54583333333332,9920
180.85,10024
181.03333333333333,10250
181.31666666666666,10569
181.75,10808
182.175,10909
182.65833333333333,11138
183.65833333333333,11463
184.6,11810
185.04166666666666,12024
185.54166666666666,12344
185.9875,12578
186.48333333333332,12682
187.85416666666666,12900
188.4,13228
188.77916666666667,13473
189.25,13572
189.7,13797
190.40833333333333,14110
190.69583333333333,14348
191.50416666666666,14447
192.00416666666666,14682
192.38333333333333,14997
192.89166666666668,15255
193.325,15339
193.9,15564
194.33333333333334,15876
194.90416666666667,16211
195.32916666666668,16422
195.80833333333334,16721
196.25416666666666,17054
197.68333333333334,22986
198.12083333333334,37134
198.7125,37356
199.05416666666667,37436
199.625,37558
199.97916666666666,37616
200.425,37739
200.9,37865
