cycle_onset,ioi,tempo
10.063,2.156444444,111.29431164701037
12.219444444,2.1462222224999987,111.824394270058
14.3656666665,2.195999999833335,109.28961749463332
16.561666666333334,2.1546666666666674,111.38613861386135
18.716333333,2.146666666999998,111.8012422186645
20.863,2.154666666499999,111.38613862247732
23.0176666665,2.1293333330000017,112.71133376842685
25.1469999995,2.1124444444999995,113.61245528840702
27.259444444,2.0662222224999987,116.15401159978578
29.3256666665,2.1320000000000014,112.57035647279542
31.4576666665,2.0817777774999975,115.2860802886538
33.539444444,2.052888889000002,116.90842172997887
35.592333333,2.076888889000003,115.55745772974747
37.669222222,2.0537777774999952,116.85782299784405
39.7229999995,2.0697777778333375,115.95447712808775
41.792777777333335,2.0382222226666684,117.74967289189922
43.831,2.041333332999997,117.5702155645936
45.872333333,1.9373333334999998,123.88162421508245
47.8096666665,1.7546666665000004,136.77811551451157
49.564333333,1.6666666664999994,144.00000001440006
51.2309999995,1.5982222224999987,150.16685203174254
52.829222222,1.5475555553333393,155.08328549039044
54.37677777733334,1.5315555556666638,156.7034242486434
55.908333333,1.5279999999999916,157.068062827226
57.43633333299999,1.5213333330000083,157.75635410993698
58.957666666,1.5213333339999977,157.75635400624196
60.479,1.5119999994999986,158.730158782649
61.9909999995,1.5253333335000008,157.3426573254651
63.516333333,1.5262222223333382,157.25101920812043
65.04255555533334,1.5031111111666746,159.66883500296822
66.54566666650001,1.5133333329999914,158.59030840497675
68.0589999995,1.484888889166669,161.628254983233
69.54388888866667,1.5271111108333315,157.1594878050714
71.0709999995,1.5440000004999916,155.44041445743593
72.615,1.4559999996666733,164.8351648729011
74.07099999966667,1.5080000003333396,159.1511935987723
75.57900000000001,1.4857777773333254,161.53155852872703
77.06477777733333,1.4879999999999995,161.2903225806452
78.55277777733333,1.462222222333338,164.133738589351
80.01499999966667,1.4693333333333243,163.33938294010989
81.484333333,1.4506666666666774,165.441176470587
82.93499999966667,1.4186666668333316,169.17293231095263
84.3536666665,1.4386666664999979,166.8211306958785
85.792333333,1.4226666670000014,168.69728205981772
87.215,1.4306666659999934,167.75396093558044
88.645666666,1.453333334000007,165.13761460314709
