cycle_onset,ioi,tempo
13.422111110666668,2.5608888889999992,93.717459211484
15.982999999666667,2.497777777999996,96.08540924412067
18.480777777666663,2.4879999999999995,96.4630225080386
20.968777777666663,2.519555555333337,95.25489505161875
23.488333333,2.494666666499999,96.20523784715432
25.9829999995,2.4853333335000016,96.5665235986744
28.468333333,2.4595555553333313,97.57860499616729
30.92788888833333,2.4408888890000107,98.32483612079687
33.36877777733334,2.386666666666656,100.55865921787755
35.755444444,2.4382222220000003,98.43237332286112
38.193666666,2.3546666670000036,101.92525479870805
40.548333333,2.4177777776666645,99.26470588691483
42.96611111066667,2.4328888893333342,98.64815489611831
45.399,2.400888888666664,99.96297668455796
47.799888888666665,2.3760000000000048,101.01010101010081
50.17588888866667,2.3751111109999954,101.04790419634413
52.550999999666665,2.343111110999992,102.42792109742201
54.89411111066666,2.3488888893333453,102.17596970630488
57.243,2.338222222000006,102.64208326388894
59.58122222200001,2.3217777776666537,103.36906585487084
61.90299999966666,2.319111111000012,103.48792641354333
64.22211111066667,2.2795555553333315,105.28368103970409
66.501666666,2.214666667000003,108.36845272300279
68.71633333300001,2.2266666666666595,107.7844311377249
70.94299999966667,2.191999999999993,109.48905109489085
73.13499999966666,2.187555555666677,109.71149938491865
75.32255555533334,2.0924444446666683,114.6983857142418
77.415,2.0497777773333183,117.08586299156327
79.46477777733332,1.9915555556666789,120.50881498992847
81.456333333,2.0120000000000005,119.28429423459242
83.468333333,1.927111111000002,124.53874539463425
85.395444444,1.912888888999987,125.46468400758306
87.308333333,1.9164444446666948,125.2319109316735
89.22477777766669,1.888888888833307,127.05882353315056
91.1136666665,1.8386666665000035,130.52936911988095
92.952333333,1.8493333336666637,129.7764960112157
94.80166666666666,1.855999999666679,129.3103448508092
96.65766666633334,1.8319999996666638,131.00436683606358
98.489666666,1.8586666669999943,129.12482063681446
100.348333333,1.7319999999999993,138.5681293302541
102.080333333,1.706222222000008,140.66163065129675
103.786555555,1.6497777779999865,145.47413791144055
105.436333333,1.6257777779999998,147.62165115532784
107.062111111,1.6053333333333484,149.5016611295667
108.66744444433334,1.6186666663333398,148.27018124964317
110.28611111066668,1.581333333333319,151.77065767285129
111.867444444,1.5715555556666772,152.71493211589865
113.43899999966668,1.5555555556666434,154.28571427469618
114.99455555533332,1.5297777776666805,156.88553167902862
116.524333333,1.5306666666666615,156.79442508710855
118.05499999966666,1.504888888666656,159.48021266383458
119.55988888833332,1.512000000333316,158.73015869516712
121.07188888866663,1.5013333333333492,159.85790408525585
122.57322222199998,1.51644444450001,158.26494723921843
124.0896666665,1.48355555549999,161.77351708215258
125.57322222199998,1.4888888886666791,161.19402987480373
127.06211111066666,1.4791111113333244,162.25961536023843
128.541222222,1.4968888890000187,160.3325415557928
130.038111111,1.5022222220000003,159.76331363310103
131.540333333,1.4711111113333004,163.14199393306376
133.0114444443333,1.4586666666666588,164.53382084095153
134.47011111099997,1.436444444000017,167.0792079724854
135.90655555499998,1.4284444446666953,168.0149346347174
137.33499999966668,1.3982222220000153,171.64653531017717
138.7332222216667,1.46666666699997,163.63636359917692
140.19988888866666,1.455999999666659,164.83516487290268
141.65588888833332,1.4364444446666482,167.07920789494656
143.09233333299997,1.4240000000000066,168.53932584269586
144.51633333299998,1.4293333333333464,167.9104477611925
145.94566666633332,1.4284444443333086,168.01493467393064
147.37411111066663,1.424000000000035,168.53932584269248
148.79811111066667,1.413333333333327,169.81132075471774
150.211444444,1.410666666666657,170.1323251417781
151.62211111066665,1.3955555556666752,171.97452227930034
153.01766666633333,1.389333333333326,172.7447216890604
154.40699999966665,1.3662222220000046,175.6668835679348
155.77322222166666,1.3448888893333333,178.45340377447013
157.118111111,1.3297777776666635,180.48128343754064
158.44788888866665,1.3395555553333338,179.1639018213609
159.787444444,1.3999999999999773,171.4285714285742
161.18744444399996,1.394666667000024,172.0841299779884
162.582111111,1.3831111110000052,173.52185091368202
163.965222222,1.3831111110000052,173.52185091368202
165.348333333,1.367999999999995,175.4385964912287
166.716333333,1.370666666666665,175.09727626459167
168.08699999966666,1.3688888890000044,175.32467531044387
169.45588888866666,1.3626666666666551,176.1252446183968
170.81855555533332,1.3875555553333072,172.9660474332137
172.20611111066663,1.3942222223333545,172.13898627891524
173.60033333299998,1.3435555556666543,178.63049948903318
174.94388888866663,1.3742222223333727,174.64424319415377
176.318111111,1.3368888886666355,179.5212766255895
177.65499999966664,1.302222222333313,184.3003412812059
178.95722222199996,1.297777777666738,184.93150686513806
180.2549999996667,1.3102222219999362,183.17503395237918
181.56522222166663,1.3066666670000018,183.67346934089937
182.87188888866663,1.3151111108333566,182.49408587835393
184.1869999995,1.3293333331666872,180.5416248972567
185.51633333266668,1.3324444446666348,180.12008002333317
186.8487777773333,1.3066666670000018,183.67346934089937
188.1554444443333,1.270222222000001,188.94331703795353
189.4256666663333,1.2693333333333214,189.0756302521026
190.69499999966663,1.2631111110000006,190.0070373143918
191.95811111066664,1.2631111113333588,190.00703726424544
193.221222222,1.3431111106666833,178.6896095892399
194.56433333266668,,
