time_sec,frames
0.30416666666666664,73
1.4166666666666667,340
2.1333333333333333,512
2.65,636
3.0,720
4.15,996
5.454166666666667,1309
5.6,1344
5.65,1356
5.891666666666667,1414
6.745833333333334,1619
6.75,1620
6.979166666666667,1675
7.275,1746
7.466666666666667,1792
7.541666666666667,1810
7.770833333333333,1865
8.620833333333334,2069
8.683333333333334,2084
8.804166666666667,2113
9.183333333333334,2204
9.370833333333334,2249
9.4,2256
10.479166666666666,2515
10.5,2520
10.708333333333334,2570
11.0625,2655
11.208333333333334,2690
11.295833333333333,2711
11.554166666666667,2773
12.370833333333334,2969
12.558333333333334,3014
12.5875,3021
12.8875,3093
12.925,3102
13.179166666666667,3163
13.645833333333334,3275
13.716666666666667,3292
14.229166666666666,3415
14.470833333333333,3473
14.575,3498
14.8,3552
14.975,3594
15.329166666666667,3679
15.583333333333334,3740
16.2375,3897
16.283333333333335,3908
16.479166666666668,3955
16.679166666666667,4003
16.808333333333334,4034
17.1875,4125
17.445833333333333,4187
17.45,4188
17.945833333333333,4307
18.179166666666667,4363
18.266666666666666,4384
18.333333333333332,4400
18.55,4452
18.575,4458
19.283333333333335,4628
19.291666666666668,4630
19.295833333333334,4631
20.075,4818
20.208333333333332,4850
20.270833333333332,4865
20.433333333333334,4904
21.0875,5061
21.195833333333333,5087
21.870833333333334,5249
22.0625,5295
22.095833333333335,5303
22.3125,5355
22.383333333333333,5372
22.75,5460
23.0375,5529
23.041666666666668,5530
23.545833333333334,5651
23.825,5718
23.975,5754
24.125,5790
24.304166666666667,5833
24.820833333333333,5957
24.945833333333333,5987
25.4625,6111
25.708333333333332,6170
25.870833333333334,6209
26.070833333333333,6257
26.141666666666666,6274
26.283333333333335,6308
26.5875,6381
26.779166666666665,6427
27.291666666666668,6550
27.329166666666666,6559
27.5375,6609
27.8625,6687
28.058333333333334,6734
28.125,6750
28.366666666666667,6808
28.704166666666666,6889
28.904166666666665,6937
29.2375,7017
29.4625,7071
29.620833333333334,7109
29.970833333333335,7193
30.3,7272
30.595833333333335,7343
30.6125,7347
31.304166666666667,7513
31.329166666666666,7519
31.5125,7563
31.704166666666666,7609
31.966666666666665,7672
32.49583333333333,7799
32.5,7800
33.00833333333333,7922
33.25,7980
33.4125,8019
33.57083333333333,8057
33.6875,8085
34.09583333333333,8183
34.333333333333336,8240
34.3375,8241
34.9875,8397
35.1,8424
35.275,8466
35.675,8562
36.18333333333333,8684
36.19583333333333,8687
36.74166666666667,8818
37.0125,8883
37.425,8982
37.7375,9057
37.975,9114
37.983333333333334,9116
38.583333333333336,9260
38.8375,9321
39.041666666666664,9370
39.4375,9465
39.708333333333336,9530
39.78333333333333,9548
40.44583333333333,9707
40.604166666666664,9745
40.65,9756
40.983333333333334,9836
41.34166666666667,9922
41.44166666666667,9946
41.583333333333336,9980
41.84583333333333,10043
42.170833333333334,10121
42.375,10170
42.43333333333333,10184
42.704166666666666,10249
42.9875,10317
43.1875,10365
43.2125,10371
43.525,10446
43.7875,10509
43.97083333333333,10553
43.97083333333333,10553
44.31666666666667,10636
44.59166666666667,10702
44.75833333333333,10742
44.766666666666666,10744
45.11666666666667,10828
45.375,10890
45.5125,10923
45.52916666666667,10927
45.87083333333333,11009
46.108333333333334,11066
46.266666666666666,11104
46.28333333333333,11108
46.625,11190
46.829166666666666,11239
46.99166666666667,11278
47.00416666666667,11281
47.34583333333333,11363
47.575,11418
47.71666666666667,11452
47.733333333333334,11456
48.0625,11535
48.09166666666667,11542
48.31666666666667,11596
48.44583333333333,11627
48.479166666666664,11635
48.77916666666667,11707
49.07083333333333,11777
49.1625,11799
49.21666666666667,11812
49.49166666666667,11878
49.775,11946
49.87083333333333,11969
49.9125,11979
50.2125,12051
50.5125,12123
50.59166666666667,12142
50.62916666666667,12151
50.9125,12219
51.12083333333333,12269
51.25,12300
51.5,12360
52.079166666666666,12499
52.108333333333334,12506
52.5375,12609
52.766666666666666,12664
53.266666666666666,12784
53.479166666666664,12835
53.4875,12837
54.00416666666667,12961
54.18333333333333,13004
54.295833333333334,13031
54.44166666666667,13066
54.84583333333333,13163
54.86666666666667,13168
55.34166666666667,13282
55.5375,13329
55.55,13332
55.9125,13419
56.275,13506
56.291666666666664,13510
56.7,13608
56.891666666666666,13654
56.99583333333333,13679
57.2875,13749
57.6375,13833
57.645833333333336,13835
58.09166666666667,13942
58.266666666666666,13984
58.34583333333333,14003
58.7125,14091
59.025,14166
59.05,14172
59.45,14268
59.62916666666667,14311
59.74583333333333,14339
60.075,14418
60.458333333333336,14510
60.9,14616
61.075,14658
61.141666666666666,14674
61.545833333333334,14771
61.85,14844
62.266666666666666,14944
62.45,14988
62.583333333333336,15020
62.87083333333333,15089
63.22083333333333,15173
63.68333333333333,15284
63.84583333333333,15323
63.94583333333333,15347
64.57916666666667,15499
65.00833333333334,15602
65.16666666666667,15640
65.2875,15669
65.75,15780
65.875,15810
66.39166666666667,15934
66.54166666666667,15970
