time_sec,frames
0.8166666666666667,196
1.4708333333333334,353
1.9666666666666666,472
2.9291666666666667,703
4.2625,1023
5.3875,1293
5.8875,1413
6.691666666666666,1606
8.758333333333333,2102
9.983333333333333,2396
10.120833333333334,2429
10.929166666666667,2623
10.9625,2631
11.820833333333333,2837
11.883333333333333,2852
12.595833333333333,3023
13.779166666666667,3307
16.329166666666666,3919
17.916666666666668,4300
19.7,4728
22.208333333333332,5330
22.366666666666667,5368
23.366666666666667,5608
23.966666666666665,5752
24.058333333333334,5774
24.066666666666666,5776
25.8875,6213
28.108333333333334,6746
29.933333333333334,7184
30.7625,7383
32.516666666666666,7804
33.416666666666664,8020
34.0125,8163
34.525,8286
36.266666666666666,8704
36.9375,8865
37.75833333333333,9062
40.0875,9621
41.45,9948
42.9,10296
43.69166666666667,10486
45.84166666666667,11002
46.6875,11205
47.15416666666667,11317
47.56666666666667,11416
48.0,11520
49.90416666666667,11977
50.44583333333333,12107
50.97083333333333,12233
51.733333333333334,12416
52.916666666666664,12700
56.02916666666667,13447
57.12916666666667,13711
58.625,14070
60.30833333333333,14474
61.18333333333333,14684
61.82083333333333,14837
62.4875,14997
63.9875,15357
65.44583333333334,15707
67.09583333333333,16103
67.87083333333334,16289
70.15833333333333,16838
70.35,16884
71.34166666666667,17122
71.36666666666666,17128
72.27916666666667,17347
72.4,17376
73.49166666666666,17638
73.7,17688
74.27916666666667,17827
74.7125,17931
75.22083333333333,18053
75.57083333333334,18137
75.78333333333333,18188
76.825,18438
79.325,19038
80.175,19242
80.26666666666667,19264
81.38333333333334,19532
82.61666666666666,19828
83.20416666666667,19969
84.6125,20307
87.1,20904
88.34166666666667,21202
89.29583333333333,21431
90.0125,21603
92.22916666666667,22135
93.38333333333334,22412
95.60416666666667,22945
96.32083333333334,23117
98.95,23748
100.15833333333333,24038
100.16666666666667,24040
101.3,24312
101.30833333333334,24314
102.24583333333334,24539
102.30833333333334,24554
103.02916666666667,24727
104.30416666666666,25033
106.4375,25545
107.58333333333333,25820
108.77916666666667,26107
109.96666666666667,26392
110.96666666666667,26632
111.86666666666666,26848
112.125,26910
113.0,27120
113.67916666666666,27283
114.2125,27411
114.82916666666667,27559
115.725,27774
116.6625,27999
117.3,28152
118.9,28536
120.1,28824
120.1625,28839
121.24583333333334,29099
121.25833333333334,29102
122.34166666666667,29362
122.35416666666667,29365
123.37916666666666,29611
123.37916666666666,29611
124.6375,29913
126.475,30354
127.0125,30483
128.15833333333333,30758
128.77916666666667,30907
129.52083333333334,31085
130.6375,31353
130.90416666666667,31417
131.95416666666668,31669
133.0375,31929
134.17916666666667,32203
134.36666666666667,32248
134.70833333333334,32330
135.47916666666666,32515
136.2125,32691
137.0875,32901
137.38333333333333,32972
137.62083333333334,33029
138.47916666666666,33235
139.02083333333334,33365
139.73333333333332,33536
140.70833333333334,33770
141.89166666666668,34054
142.5125,34203
143.3125,34395
145.74166666666667,34978
146.1875,35085
147.14166666666668,35314
147.1875,35325
147.45,35388
148.0375,35529
148.1625,35559
148.4625,35631
149.24166666666667,35818
151.175,36282
151.92083333333332,36461
152.9,36696
153.72083333333333,36893
154.2875,37029
155.00833333333333,37202
155.95416666666668,37429
157.55416666666667,37813
157.94583333333333,37907
158.07916666666668,37939
158.52916666666667,38047
159.02916666666667,38167
159.06666666666666,38176
159.775,38346
159.7875,38349
160.67916666666667,38563
161.28333333333333,38708
161.58333333333334,38780
163.07916666666668,39139
163.875,39330
164.79166666666666,39550
165.60833333333332,39746
166.5875,39981
167.47083333333333,40193
168.2,40368
169.06666666666666,40576
169.85833333333332,40766
170.69166666666666,40966
171.475,41154
172.275,41346
173.2,41568
173.93333333333334,41744
174.7625,41943
175.60833333333332,42146
176.39166666666668,42334
177.16666666666666,42520
177.95,42708
178.8,42912
179.60833333333332,43106
180.3875,43293
181.175,43482
181.94583333333333,43667
182.72916666666666,43855
183.4875,44037
184.24166666666667,44218
185.04166666666666,44410
185.81666666666666,44596
187.15833333333333,44918
188.0375,45129
188.05416666666667,45133
188.77916666666667,45307
188.84166666666667,45322
190.1875,45645
190.35416666666666,45685
190.46666666666667,45712
191.4625,45951
191.5,45960
191.57916666666668,45979
192.39583333333334,46175
192.425,46182
192.525,46206
193.34583333333333,46403
193.45416666666668,46429
194.00833333333333,46562
194.07916666666668,46579
194.7,46728
195.00833333333333,46802
195.27916666666667,46867
195.39583333333334,46895
196.075,47058
196.325,47118
197.0375,47289
197.1375,47313
197.58333333333334,47420
197.85416666666666,47485
198.3625,47607
198.39583333333334,47615
198.95416666666668,47749
199.1625,47799
199.85416666666666,47965
199.97916666666666,47995
200.49166666666667,48118
200.6375,48153
200.67916666666667,48163
201.60416666666666,48385
201.90416666666667,48457
202.6375,48633
202.73333333333332,48656
202.9875,48717
203.325,48798
203.49583333333334,48839
204.1,48984
204.65416666666667,49117
204.65416666666667,49117
205.32083333333333,49277
205.39166666666668,49294
205.975,49434
206.5125,49563
206.54583333333332,49571
206.575,49578
207.14166666666668,49714
207.875,49890
208.02083333333334,49925
208.89166666666668,50134
209.03333333333333,50168
209.54583333333332,50291
210.81666666666666,50596
210.94583333333333,50627
211.62083333333334,50789
211.7,50808
212.24166666666667,50938
212.625,51030
212.64166666666668,51034
213.1375,51153
213.73333333333332,51296
213.74583333333334,51299
214.3625,51447
214.87916666666666,51571
214.90833333333333,51578
215.52916666666667,51727
216.15,51876
216.18333333333334,51884
216.40416666666667,51937
216.70416666666668,52009
216.82916666666668,52039
217.42083333333332,52181
217.80833333333334,52274
217.90416666666667,52297
218.29583333333332,52391
218.65833333333333,52478
218.67083333333332,52481
219.25,52620
219.50833333333333,52682
219.8,52752
220.0625,52815
