Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:01:12,800","00:01:27,120",in,72.8,87.12,14.32,"[73.463 74.66  75.799 76.955 78.09  79.196 80.311 81.38  82.477 83.539
 84.574 85.6   86.676]",[1.197 1.139 1.156 1.135 1.106 1.115 1.069 1.097 1.062 1.035 1.026 1.076],12,75
Section_2,"00:02:13,840","00:02:27,820",in,133.84,147.82,13.98,"[134.421 135.428 136.428 137.451 138.461 139.475 140.503 141.52  142.526
 143.567 144.562 145.539 146.563 147.532]","[1.007 1.    1.023 1.01  1.014 1.028 1.017 1.006 1.041 0.995 0.977 1.024
 0.969]",13,136
Section_3,"00:04:10,240","00:04:32,420",in,250.24,272.42,22.18,"[250.855 251.827 252.828 253.796 254.808 255.8   256.78  257.734 258.707
 259.656 260.617 261.572 262.507 263.451 264.414 265.351 266.264 267.206
 268.151 269.093 270.027 270.971]","[0.972 1.001 0.968 1.012 0.992 0.98  0.954 0.973 0.949 0.961 0.955 0.935
 0.944 0.963 0.937 0.913 0.942 0.945 0.942 0.934 0.944]",21,228
