Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:02:47,520","00:03:17,180",in,167.52,197.18,29.66,"[168.454 169.732 170.988 172.219 173.423 174.568 175.676 176.713 177.732
 178.733 179.729 180.718 181.723 182.681 183.636 184.599 185.555 186.505
 187.461 188.411 189.364 190.338 191.259 192.201 193.144 194.087 195.048
 196.008 197.   ]","[1.278 1.256 1.231 1.204 1.145 1.108 1.037 1.019 1.001 0.996 0.989 1.005
 0.958 0.955 0.963 0.956 0.95  0.956 0.95  0.953 0.974 0.921 0.942 0.943
 0.943 0.961 0.96  0.992]",28,80
Section_2,"00:03:34,620","00:03:53,840",in,214.62,233.84,19.22,"[215.219 216.213 217.203 218.204 219.176 220.158 221.13  222.106 223.087
 224.059 225.011 225.939 226.857 227.767 228.684 229.604 230.515 231.42
 232.334 233.358]","[0.994 0.99  1.001 0.972 0.982 0.972 0.976 0.981 0.972 0.952 0.928 0.918
 0.91  0.917 0.92  0.911 0.905 0.914 1.024]",19,154
