time_sec,frames
101.48333333333333,24356
106.14583333333333,25475
107.41666666666667,25780
107.9125,25899
109.11666666666666,26188
110.82083333333334,26597
112.01666666666667,26884
112.56666666666666,27016
113.775,27306
115.47083333333333,27713
116.59166666666667,27982
117.12916666666666,28111
118.32083333333334,28397
120.0125,28803
121.15416666666667,29077
121.72083333333333,29213
122.87083333333334,29489
124.50833333333334,29882
125.64166666666667,30154
126.325,30318
127.50833333333334,30602
158.99583333333334,38159
164.03333333333333,39368
167.11666666666667,40108
167.525,40206
168.20833333333334,40370
168.50833333333333,40442
169.2375,40617
169.575,40698
170.24166666666667,40858
171.82083333333333,41237
172.28333333333333,41348
172.75416666666666,41461
174.825,41958
177.08333333333334,42500
179.12083333333334,42989
181.225,43494
183.27916666666667,43987
187.1875,44925
189.2125,45411
191.22083333333333,45893
193.225,46374
199.2125,47811
201.375,48330
214.7,51528
215.25,51660
216.74166666666667,52018
217.2875,52149
219.23333333333332,52616
220.7625,52983
226.55,54372
228.125,54750
228.52083333333334,54845
229.25833333333333,55022
230.05,55212
230.475,55314
231.9625,55671
232.3875,55773
233.875,56130
234.29583333333332,56231
235.76666666666668,56584
236.15833333333333,56678
238.4625,57231
239.05416666666667,57373
239.625,57510
240.21666666666667,57652
240.82083333333333,57797
241.3125,57915
242.6125,58227
243.2,58368
243.94166666666666,58546
244.37083333333334,58649
245.72916666666666,58975
246.1875,59085
247.91666666666666,59500
248.5625,59655
249.42083333333332,59861
250.32916666666668,60079
251.13333333333333,60272
261.7,62808
329.01666666666665,78964
330.1791666666667,79243
344.2583333333333,82622
346.05833333333334,83054
346.825,83238
347.20416666666665,83329
347.94166666666666,83506
349.00416666666666,83761
349.7416666666667,83938
350.15,84036
350.85,84204
351.90833333333336,84458
353.00416666666666,84721
353.7083333333333,84890
354.75,85140
356.12083333333334,85469
358.69166666666666,86086
361.5208333333333,86765
364.74583333333334,87539
367.2083333333333,88130
368.1166666666667,88348
369.82916666666665,88759
376.4916666666667,90358
377.4625,90591
379.04583333333335,90971
379.7291666666667,91135
380.0708333333333,91217
380.5083333333333,91322
381.05,91452
381.35,91524
381.81666666666666,91636
382.35,91764
382.64166666666665,91834
383.15,91956
383.6666666666667,92080
383.9791666666667,92155
384.47083333333336,92273
384.9791666666667,92395
385.2708333333333,92465
385.7625,92583
386.26666666666665,92704
386.55,92772
387.0083333333333,92882
387.49583333333334,92999
387.78333333333336,93068
388.2083333333333,93170
388.77916666666664,93307
389.05833333333334,93374
389.74583333333334,93539
390.5083333333333,93722
