time_sec,frames
29.695833333333333,7127
35.6,8544
36.983333333333334,8876
39.37916666666667,9451
42.979166666666664,10315
44.25833333333333,10622
46.583333333333336,11180
49.9875,11997
50.21666666666667,12052
51.36666666666667,12328
53.87083333333333,12929
54.954166666666666,13189
57.02916666666667,13687
58.47083333333333,14033
60.5375,14529
62.825,15078
64.93333333333334,15584
66.17916666666666,15883
68.3,16392
69.47916666666667,16675
71.68333333333334,17204
114.45416666666667,27469
115.875,27810
116.22916666666667,27895
116.80833333333334,28034
118.1125,28347
118.42916666666666,28423
119.01666666666667,28564
120.60416666666667,28945
121.22916666666667,29095
122.01666666666667,29284
122.48333333333333,29396
122.74166666666666,29458
123.27916666666667,29587
124.06666666666666,29776
124.57916666666667,29899
125.4375,30105
126.25416666666666,30301
126.7875,30429
127.14583333333333,30515
127.65,30636
128.39166666666668,30814
128.90416666666667,30937
129.2,31008
129.75,31140
130.44583333333333,31307
130.95416666666668,31429
131.22916666666666,31495
131.74166666666667,31618
132.44583333333333,31787
133.29583333333332,31991
133.8,32112
134.54166666666666,32290
135.08333333333334,32420
136.7,32808
191.62916666666666,45991
199.73333333333332,47936
200.3875,48093
201.82083333333333,48437
202.77083333333334,48665
203.3,48792
203.74583333333334,48899
204.36666666666667,49048
205.19166666666666,49246
205.75,49380
206.65833333333333,49598
207.2,49728
208.1,49944
208.54583333333332,50051
208.95833333333334,50150
209.52916666666667,50287
210.41666666666666,50500
210.89583333333334,50615
211.96666666666667,50872
213.2375,51177
213.49166666666667,51238
214.42916666666667,51463
215.39166666666668,51694
216.41666666666666,51940
217.38333333333333,52172
218.39583333333334,52415
218.81666666666666,52516
220.74583333333334,52979
222.525,53406
230.09166666666667,55222
237.17916666666667,56923
242.50416666666666,58201
244.60416666666666,58705
246.7,59208
247.23333333333332,59336
248.29166666666666,59590
248.82083333333333,59717
249.32916666666668,59839
250.29166666666666,60070
250.7875,60189
251.27916666666667,60307
252.73333333333332,60656
253.20416666666668,60769
