Section_Name,Start_Timestamp,End_Timestamp,Mode,Start_sec,End_sec,Duration,Cycle_Onsets,Cycle_Periods,Total_Cycles,total_feet_onsets
Section_1,"00:03:08,280","00:04:01,060",in,188.28,241.06,52.78,"[188.581 189.989 191.387 192.747 194.115 195.475 196.827 198.177 199.532
 200.882 202.245 203.611 204.956 206.319 207.644 209.006 210.351 211.707
 213.047 214.395 215.742 217.095 218.452 219.819 221.163 222.514 223.872
 225.217 226.546 227.881 229.221 230.544 231.889 233.23  234.582 235.912
 237.223 238.553 239.877]","[1.408 1.398 1.36  1.368 1.36  1.352 1.35  1.355 1.35  1.363 1.366 1.345
 1.363 1.325 1.362 1.345 1.356 1.34  1.348 1.347 1.353 1.357 1.367 1.344
 1.351 1.358 1.345 1.329 1.335 1.34  1.323 1.345 1.341 1.352 1.33  1.311
 1.33  1.324]",38,96
Section_2,"00:05:11,580","00:05:31,020",in,311.58,331.02,19.44,"[311.751 313.024 314.304 315.563 316.773 317.94  319.082 320.219 321.366
 322.523 323.691 324.85  326.011]",[1.273 1.28  1.259 1.21  1.167 1.142 1.137 1.147 1.157 1.168 1.159 1.161],12,164
